source,fetched_at,headline,posted_at,reporter,url
TechCrunch,2026-05-28T17:38:00Z,Why Paris may be the most important AI city outside Silicon Valley,2026-05-28T17:35:30Z,TechCrunch,https://techcrunch.com/2026/05/28/why-paris-may-be-the-most-important-ai-city-outside-silicon-valley/
TechCrunch,2026-05-28T17:38:00Z,"In just 3 weeks, StrictlyVC is coming to Los Angeles",2026-05-28T17:30:00Z,TechCrunch,https://techcrunch.com/2026/05/28/in-just-3-weeks-strictlyvc-is-coming-to-los-angeles/
TechCrunch,2026-05-28T17:38:00Z,Startup Battlefield 200 application deadline extended to June 8 after overwhelming demand,2026-05-28T17:20:53Z,TechCrunch,https://techcrunch.com/2026/05/28/startup-battlefield-200-application-deadline-extended-to-june-8-after-overwhelming-demand/
TechCrunch,2026-05-28T17:38:00Z,Corgi announces $106M raise at $2.6B valuation — double what it was worth three weeks ago,2026-05-28T17:15:00Z,TechCrunch,https://techcrunch.com/2026/05/28/corgi-announces-106m-raise-at-2-6b-valuation-three-weeks-after-160m-series-b/
TechCrunch,2026-05-28T17:38:00Z,Anthropic releases Opus 4.8 with new ‘dynamic workflow’ tool,2026-05-28T17:00:09Z,TechCrunch,https://techcrunch.com/2026/05/28/anthropic-releases-opus-4-8-with-new-dynamic-workflow-tool/
TechCrunch,2026-05-28T17:38:00Z,"Waymo’s newest robotaxi is Chinese-made, built to make money, and now accepting riders",2026-05-28T16:52:48Z,TechCrunch,https://techcrunch.com/2026/05/28/waymos-newest-robotaxi-is-chinese-made-built-to-make-money-and-now-accepting-riders/
TechCrunch,2026-05-28T17:38:00Z,"U.S. says troops were targeted with location data, as senator warns ad industry is a ‘national security threat’",2026-05-28T16:21:23Z,TechCrunch,https://techcrunch.com/2026/05/28/u-s-says-troops-were-targeted-with-location-data-as-senator-warns-ad-industry-is-a-national-security-threat/
TechCrunch,2026-05-28T17:38:00Z,How long is Anthropic’s lease with SpaceX? Opinions vary.,2026-05-28T15:36:00Z,TechCrunch,https://techcrunch.com/2026/05/28/how-long-is-anthropics-lease-with-spacex-opinions-vary/
TechCrunch,2026-05-28T17:38:00Z,"Sesame, the conversational AI startup from Oculus founders, launches its iOS app",2026-05-28T15:35:43Z,TechCrunch,https://techcrunch.com/2026/05/28/sesame-the-conversational-ai-startup-from-oculus-founders-launches-its-ios-app/
TechCrunch,2026-05-28T17:38:00Z,Slate Auto will start taking orders for its low-cost EV on June 24,2026-05-28T15:34:10Z,TechCrunch,https://techcrunch.com/2026/05/28/slate-auto-will-start-taking-orders-for-its-low-cost-ev-on-june-24/
TechCrunch,2026-05-28T17:38:00Z,Sneak peek at new Siri app reveals Apple’s plans to take on ChatGPT and more,2026-05-28T14:45:13Z,TechCrunch,https://techcrunch.com/2026/05/28/sneak-peek-at-new-siri-app-reveals-apples-plans-to-take-on-chatgpt-and-more/
TechCrunch,2026-05-28T17:38:00Z,Rivian under investigation over rear suspension failures on R1 models,2026-05-28T14:41:56Z,TechCrunch,https://techcrunch.com/2026/05/28/rivian-under-investigation-over-rear-suspension-failures-on-r1-models/
TechCrunch,2026-05-28T17:38:00Z,RSI is the new AGI — and it’s just as hard to pin down,2026-05-28T14:30:17Z,TechCrunch,https://techcrunch.com/2026/05/28/rsi-is-the-new-agi-and-its-just-as-hard-to-pin-down/
TechCrunch,2026-05-28T17:38:00Z,At TechCrunch Disrupt 2026: Databricks’ co-founder on what kills enterprise AI deals,2026-05-28T14:30:00Z,TechCrunch,https://techcrunch.com/2026/05/28/techcrunch-disrupt-2026-databricks-co-founder-on-what-kills-enterprise-ai-deals/
TechCrunch,2026-05-28T17:38:00Z,"YouTube adds new podcast features, including an AI recommendation tool and ‘Auto speed’",2026-05-28T14:28:47Z,TechCrunch,https://techcrunch.com/2026/05/28/youtube-adds-new-podcast-features-including-an-ai-recommendation-tool-and-auto-speed/
TechCrunch,2026-05-28T17:38:00Z,2 days left: Lock in ticket savings of up to $410 to TechCrunch Disrupt 2026,2026-05-28T14:00:00Z,TechCrunch,https://techcrunch.com/2026/05/28/2-days-left-lock-in-ticket-savings-of-up-to-410-to-techcrunch-disrupt-2026/
TechCrunch,2026-05-28T17:38:00Z,Visa invests in Replit to power agentic payments for developers,2026-05-28T14:00:00Z,TechCrunch,https://techcrunch.com/2026/05/28/visa-invests-in-replit-to-power-agentic-payments-for-developers/
TechCrunch,2026-05-28T17:38:00Z,Has the hunt for AI compute uncovered the next Cerebras?,2026-05-28T13:00:00Z,TechCrunch,https://techcrunch.com/2026/05/28/has-the-hunt-for-ai-compute-uncovered-the-next-cerebras/
TechCrunch,2026-05-28T17:38:00Z,"Oura unveils its Ring 5 with a thinner, lighter design starting at $399",2026-05-28T12:00:00Z,TechCrunch,https://techcrunch.com/2026/05/28/oura-unveils-its-ring-5-with-a-thinner-lighter-design-starting-at-399/
