source,fetched_at,headline,posted_at,reporter,url
TechCrunch,2026-09-21T00:04:40Z,6 days left to save up to $200 to TechCrunch Disrupt 2026,2026-09-20T21:41:08Z,TechCrunch,https://techcrunch.com/2026/09/20/6-days-left-to-get-ahead-at-techcrunch-disrupt-2026/
TechCrunch,2026-09-21T00:04:40Z,World model companies are keeping a lot of secrets,2026-09-20T20:29:07Z,TechCrunch,https://techcrunch.com/2026/09/20/world-model-companies-are-keeping-a-lot-of-secrets/
TechCrunch,2026-09-21T00:04:40Z,Elon Musk’s latest Boring Company pitch involves a Hyperloop between Austin and San Antonio,2026-09-20T19:38:48Z,TechCrunch,https://techcrunch.com/2026/09/20/elon-musks-latest-boring-company-pitch-involves-a-hyperloop-between-austin-and-san-antonio/
TechCrunch,2026-09-21T00:04:40Z,Is the AI industry really ready to slow down?,2026-09-20T18:56:04Z,TechCrunch,https://techcrunch.com/2026/09/20/is-the-ai-industry-really-ready-to-slow-down/
TechCrunch,2026-09-21T00:04:40Z,Vocci’s ring adds a new form factor to meeting note-taking,2026-09-20T18:32:52Z,TechCrunch,https://techcrunch.com/2026/09/20/voccis-ring-adds-a-new-form-factor-to-meeting-note-taking/
TechCrunch,2026-09-21T00:04:40Z,ScrollEd wants to turn textbooks into TikTok,2026-09-20T18:00:00Z,TechCrunch,https://techcrunch.com/2026/09/20/scrolled-wants-to-turn-textbooks-into-tiktok/
TechCrunch,2026-09-21T00:04:40Z,New California law will penalize influencers who don’t disclose political ads,2026-09-20T16:30:00Z,TechCrunch,https://techcrunch.com/2026/09/20/new-california-law-will-penalize-influencers-dont-disclose-political-ads/
TechCrunch,2026-09-21T00:04:40Z,TechCrunch Mobility: How do we know when an AV is safe enough?,2026-09-20T16:02:00Z,TechCrunch,https://techcrunch.com/2026/09/20/techcrunch-mobility-how-do-we-know-when-an-av-is-safe-enough/
TechCrunch,2026-09-21T00:04:40Z,A small but growing number of founders are betting on bringing people together offline,2026-09-20T15:00:00Z,TechCrunch,https://techcrunch.com/2026/09/20/a-small-but-growing-number-of-founders-are-betting-that-bringing-people-together-is-its-own-industry/
TechCrunch,2026-09-21T00:04:40Z,Flock reportedly tries to shrink workforce with employee buyouts,2026-09-19T20:39:13Z,TechCrunch,https://techcrunch.com/2026/09/19/flock-reportedly-tries-to-shrink-workforce-with-employee-buyouts/
TechCrunch,2026-09-21T00:04:40Z,Trump says it’s time to rebrand AI with a new name — and he’s also creating an AI Force,2026-09-19T19:57:47Z,TechCrunch,https://techcrunch.com/2026/09/19/trump-suggests-rebranding-ai-with-a-new-name-says-hes-also-creating-an-ai-force/
TechCrunch,2026-09-21T00:04:40Z,Google’s Gemini is the latest AI model to hack other companies,2026-09-19T17:30:00Z,TechCrunch,https://techcrunch.com/2026/09/19/googles-gemini-is-the-latest-ai-model-to-hack-other-companies/
TechCrunch,2026-09-21T00:04:40Z,The US Navy just told us what’s on its tech wish list for the next several years,2026-09-19T17:00:00Z,TechCrunch,https://techcrunch.com/2026/09/19/even-mid-sprint-to-a-secret-flight-the-navys-tech-chief-had-a-pitch-for-investors/
TechCrunch,2026-09-21T00:04:40Z,Petlibro’s new AI-powered feeder is a game changer for multi-cat homes,2026-09-19T15:00:00Z,TechCrunch,https://techcrunch.com/2026/09/19/petlibros-new-ai-powered-feeder-is-a-game-changer-for-multi-cat-homes/
TechCrunch,2026-09-21T00:04:40Z,AI safety conversations have gotten unbelievable,2026-09-19T15:00:00Z,TechCrunch,https://techcrunch.com/2026/09/19/ai-safety-conversations-have-gotten-unbelievable/
TechCrunch,2026-09-21T00:04:40Z,Prices go up in 7 days. Get your Disrupt ticket now.,2026-09-19T14:00:00Z,TechCrunch,https://techcrunch.com/2026/09/19/prices-go-up-in-7-days-get-your-disrupt-ticket-now/
TechCrunch,2026-09-21T00:04:40Z,"Vals, backed by Andreessen Horowitz, is looking to become the gold standard for AI benchmarking",2026-09-19T13:00:00Z,TechCrunch,https://techcrunch.com/2026/09/19/vals-backed-by-andreessen-horowitz-is-looking-to-become-the-gold-standard-for-ai-benchmarking/
TechCrunch,2026-09-21T00:04:40Z,India forces caller-ID apps to feed spam reports to telcos,2026-09-19T01:00:00Z,TechCrunch,https://techcrunch.com/2026/09/18/india-forces-caller-id-apps-to-feed-spam-reports-to-telcos/
TechCrunch,2026-09-21T00:04:40Z,Tilly Norwood’s press tour is going about as well as you’d expect for an AI,2026-09-19T00:12:07Z,TechCrunch,https://techcrunch.com/2026/09/18/tilly-norwoods-press-tour-is-going-about-as-well-as-youd-expect-for-an-ai/
TechCrunch,2026-09-21T00:04:40Z,A startup that builds other startups raised $100M and is all-in on physical AI,2026-09-18T23:25:01Z,TechCrunch,https://techcrunch.com/2026/09/18/a-startup-that-builds-other-startups-raised-100m-and-is-all-in-on-physical-ai/
Google News RSS,2026-09-21T00:04:40Z,Opinion | There Is Something We Have to Do Right Now About A.I. - The New York Times,2026-09-20T05:00:06Z,The New York Times,https://news.google.com/rss/articles/CBMikgFBVV95cUxOZkJ0NGRHS01PRlVzX1lNNTFDNUdUNnJMdEkxM3hQdk1Sb3MxMXZNR1NvQUN4SnpncXBVbC1FN01hUnJDZGpfNkRsM1pRd0E4MGM5Z0lkLXVnUnJ4b3RRX1JFal9OY01aalJHVFNJUnZoZHJlYm8yZ1doZnI5UWppMGhhOGNya1Q4eEYwOHVkamNsQQ?oc=5
Google News RSS,2026-09-21T00:04:40Z,China’s A.I. Makes a Great Leap Forward. But Its Economy Is Falling Behind. - The New York Times,2026-09-20T09:01:40Z,The New York Times,https://news.google.com/rss/articles/CBMic0FVX3lxTE9ZZVBhRWJnYzQta2xvSGFVcHo4T3ZvWmNIU3pmVERobmhfNFRrUkxBM1J4UnlLWW1faDhkTXhjelFFMHh5MGttaUN0YXF6MFlBanhwTEZMZ215eGM4bDRiZlY1RGRwcS1PMWJCUUd2ZkY2Q2M?oc=5
Google News RSS,2026-09-21T00:04:40Z,Google Gemini breaches company systems as Trump unveils new ‘AI Force’ - Fox News,2026-09-20T16:18:20Z,Fox News,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQaTRRUnY2N3VRTVNoTEpFdHh2UFY0U093aUZZODRWOF9nZHdvS2lQc0N1MzlfaHNKSlQ5enFEa3pta09GUllkY0FGS0N1ME01Z0pLb19wRnViYlBubVpFbHhrOEpneVNGb1BzQThEZExSMHY2OERuVmEzN2tZdmZrampla083TkJqbmZF?oc=5
Google News RSS,2026-09-21T00:04:40Z,Trump says US will form 'AI Force' and appoint an artificial intelligence tsar - BBC,2026-09-19T21:01:56Z,BBC,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5EY3VnMXl3UWxCSEdXd19kVUx1UDAzdS0xY2RrdFh6NWRINDRXb29xNjdPLW5CMDRQbE9TdHMtMXY4MC1yb01kcHpwSlNLQVI0TndKaVM1Q2xFWmM?oc=5
