source,fetched_at,headline,posted_at,reporter,url
Google News RSS,2026-08-13T15:04:51Z,Gemini becomes Google’s fastest-growing product ever as it hits 1B users - arstechnica.com,2026-08-11T19:48:12Z,arstechnica.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxOU09ieEpIbEphTGdab0VmblJOMHVDV3ktSVlaNGpxYkF1ZEVXSDlia1dJUUV0dDBFTG9TUFl4cHJZc2NLZ3dlT1haM0FEUFFEa1VJYjNSb3NadS1tamtRWk5PV2FfbGNTSTJIUi1LZ0thWGxmUU05V1kxQTZwd2pEcnJVY0NwSVRYMWZXcHNidjhTYVpWUHNHRjQyaWFqZTc4TTJRcnFhSHZHVmxqT2pkY2VR?oc=5
Google News RSS,2026-08-13T15:04:51Z,"When OpenAI employees have a problem, they email this special address to see if Sam Altman will solve it immediately - Fortune",2026-08-11T23:19:00Z,Fortune,https://news.google.com/rss/articles/CBMivAFBVV95cUxOOTVSYWRSczcxTm5sZUdRTm5FWi1KRDI5MmtzVWdIMnBuWmh3QldOMHhRSjB0VklRSTR3cWtjRDl3WE9wcUNmc2IwQzFwSTROVFJQZHB2dEFKMzI5ZHJWbXJZRVdzWjN6MG10OGo3NXM4MEE2a3lJXzBvR3NmZkpkanhMR0pPRGd1YmVER0N2QVRKVERfR1hRaFhoTWo2S19GbjR6VnBxTnhqSXh1Qm5fZmVaQ0tWanZKMlVsTg?oc=5
Google News RSS,2026-08-13T15:04:51Z,AI chatbots are offering financial advice. Should you trust them? - NPR,2026-08-12T09:00:00Z,NPR,https://news.google.com/rss/articles/CBMifkFVX3lxTE9ldFo4U3dVNlpFTEo5WFVJUGhWM3o2NGI5VUpVWkVwM2szUnBBUmF2ek1yVjd4QmdoNTJWNmR1MDhHYnRpMHVLMEhwQUg4d2RCekZJcWNhVjZlOWNPcnB0LVdqckJMQ0duNFZlTFJONmREeU12YjhmODZKbnYtZw?oc=5
Google News RSS,2026-08-13T15:04:51Z,"America's AI boom is a jobs opportunity, not an excuse for universal basic income - Fox News",2026-08-12T09:00:31Z,Fox News,https://news.google.com/rss/articles/CBMioAFBVV95cUxPcVJ2cC1STE5DNkg4N3ZkczJxc1YybnhFVHEtLXgwQVgyS1lUR3FNN21UNkVJZ0ZVVWtWSXg1Vk9FVzBIQ0JoOVB4Zk1IUkpsQW1vZm1kV1FHV3NKTU04ZEI3aUxhY2Y4X25heUNLcUZNZW9MSDhRYmxGOFlTWVEwZTVoYmxZREx5ZC1QNUNKcEgtSlBJSEx5NUR5TEF1Q0Ju0gGmAUFVX3lxTE81SjJUcXBVUkF5RXBhdGtqT0hzMVdOU2pYeHlvVGhwQ2dfQ3FNTktqd0dNVlhzVDFpc1g4TDR2WlJ2YTNsVHhWdjRCMXEwMGt1T05TZ3ZVQVJLMW9sZXhndGFnaUNUX2p4NGZKQkpBWTFpSHRla1lXNzE1TmkwMlE3dklFbmFzSGNQQm1OdV8wTkRCdXB2RU1CYm5pMnhzU0NBVnJlR0E?oc=5
Google News RSS,2026-08-13T15:04:51Z,Exclusive | Vibe-Coding Startup Lovable Hits $13 Billion Valuation - WSJ,2026-08-12T09:30:00Z,WSJ,https://news.google.com/rss/articles/CBMirAFBVV95cUxPMzhlbTNQV0YwRFpUM0k4eUZZV0o5Y3hpUENqUm9EbVhtWWtqU1hTOXBlczR0czZvYkVQRzFVQ0tndnRjbE1zU3ljdndHVm9ENjV1d3lIdE5FdHhxWnZzTHRyd0xXTEt3MGYwQnBOazdvWG8wM3lYdmRxeVR1R1NPaFRMeUY2QWl1UWFfUmZVLW9GNFBxbU90LXBhQ0NyblJ5RTI5VXlGaTIwaWRU?oc=5
Google News RSS,2026-08-13T15:04:51Z,"CoreWeave gains 19%, Nebius surges 34% in post-earnings neocloud rally - CNBC",2026-08-12T09:59:33Z,CNBC,https://news.google.com/rss/articles/CBMid0FVX3lxTE9SYmhnTVVJV0pFY3VHU2l3dEtSSHdLZUJ0OXUzcVhzZWpib1VxTTlQQjJ4am0tUGRrOU4tdHFLeVlXNlBzbDVSd3JCWFptNmtnQ0FSYkdvTGV5TXNPODZCOEtVTW1YUjJnQ3owZldLRHlNUHdyVmRn0gF8QVVfeXFMTUdIUFhZeGpaQ3BHNUM1Ykszbk8xakpabFlWdDZHNnIyUzFadW42RU9RclRCdTRpNHRodF9HUUhsUjNsdlFyNWdzMkV4Y1IyZWMzWUVVdUc2Y2RYVGx5RElvSmlxaXY5ZXZFd0xtNnUwdk5kQXVaRDlNMURSVA?oc=5
Google News RSS,2026-08-13T15:04:51Z,Some of tech's CEO suite is cloning itself with AI. What happens next? - BBC,2026-08-12T10:00:00Z,BBC,https://news.google.com/rss/articles/CBMigwFBVV95cUxOcTlSaWNMLU1QczZQOWdIdm1sZWItQk1LQnpMbzByeTNVWWZOdzdUUFpSNVRSR0VabmhBYVFXckF0ZW1qZExrVFN3RDZ5d3dUNzhRUHFpNkJiSkRaa05ERElsZmZmbm15elQ4NWJVLW5zNm5WVjVLMVZ2TXNDZHVTYi1zSQ?oc=5
Google News RSS,2026-08-13T15:04:51Z,"Oh Lord, AI Reporters Are Actually Breaking Big News - WIRED",2026-08-12T10:30:00Z,WIRED,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNOVM4ZmlsTnVvbHk4SWJ1ZHZnTnNzYjM5cmlQa0RQcVE2MUhCcFhZbDZuVGxaMl8xcklGbUVMeG5rRi16ZnVHYkZJa2l3VVc3SWR4dnJXaExIaDR5WkR2Y1d2VE40UUpNSl95SXlOMUtheHpENHdvVmpyb2RaaG8wMjZxOS1WVXRX?oc=5
Google News RSS,2026-08-13T15:04:51Z,AI code-testing startup Blacksmith’s valuation jumps almost 10x in less than a year - TechCrunch,2026-08-12T11:00:00Z,TechCrunch,https://news.google.com/rss/articles/CBMiswFBVV95cUxNWU5OWXROU25WTHl5dkR4N19GdXpXMF9oOUFKcHh0S2gwbFUxanV2RVJURVlILTJIZmh6RHl0aUQyczlfM2pMZ3hYV1Q2OUluNVRmZVV6TTk4LTlwdXpGZjNXTVNDTDRMaUloSDgwRXRGZ0FfWkZONVRXcmpLV1JuTW80SWdvZko4NzBIbHV0OVNVa244YTMtT2ZTQzlzemlVNTVBMVM3R1oxeEtWeFNicWFTQQ?oc=5
Google News RSS,2026-08-13T15:04:51Z,Why AT&T Is Betting Big on Open-Weight AI - WSJ,2026-08-12T11:00:00Z,WSJ,https://news.google.com/rss/articles/CBMiigFBVV95cUxPenBmRkkwdFV1TUFqTExHZjh1bUFDOGtwTFRjZmxpSGFfLTVsYWZzT0J0YnNNQmhqLThCUEJhT1N3RkdSZXl1azE5cEY5Mkp3SXVrWlhYcUMtZnRCQ25DZTlybFFVV2haMU9veFBST2lLRkRfVWhZRWd2OTVpNlBpN25VbUxtUmdRVXc?oc=5
