source,fetched_at,headline,posted_at,reporter,url
TechCrunch,2026-06-07T15:28:04Z,"Hacked, leaked, and held for ransom: the worst breaches of 2026 so far",2026-06-07T14:00:00Z,TechCrunch,https://techcrunch.com/2026/06/07/the-worst-hacks-and-breaches-of-2026-so-far/
TechCrunch,2026-06-07T15:28:04Z,OpenAI unveils Lockdown Mode to protect sensitive data from prompt injection attacks,2026-06-06T20:32:24Z,TechCrunch,https://techcrunch.com/2026/06/06/openai-unveils-lockdown-mode-to-protect-sensitive-data-from-prompt-injection-attacks/
TechCrunch,2026-06-07T15:28:04Z,What to expect from WWDC 2026: Siri’s highly anticipated revamp and Apple Intelligence updates,2026-06-06T18:13:36Z,TechCrunch,https://techcrunch.com/2026/06/06/what-to-expect-from-wwdc-2026-siris-highly-anticipated-revamp-and-apple-intelligence-updates/
TechCrunch,2026-06-07T15:28:04Z,Sriram Krishnan is leaving his role as White House AI advisor,2026-06-06T17:42:15Z,TechCrunch,https://techcrunch.com/2026/06/06/sriram-krishnan-is-leaving-his-role-as-white-house-ai-advisor/
TechCrunch,2026-06-07T15:28:04Z,The Trump administration might take an equity stake in OpenAI,2026-06-06T16:17:21Z,TechCrunch,https://techcrunch.com/2026/06/06/the-trump-administration-might-take-an-equity-stake-in-openai/
TechCrunch,2026-06-07T15:28:04Z,Beyond Instagram: Introducing the next generation of social apps,2026-06-06T15:00:00Z,TechCrunch,https://techcrunch.com/2026/06/06/beyond-instagram-introducing-the-next-generation-of-social-apps/
TechCrunch,2026-06-07T15:28:04Z,Reid Hoffman is leaving Microsoft’s board to go ‘founder mode’ with  startup Manus,2026-06-05T22:35:01Z,TechCrunch,https://techcrunch.com/2026/06/05/reid-hoffman-is-leaving-microsofts-board-to-go-founder-mode-with-startup-manus/
TechCrunch,2026-06-07T15:28:04Z,"Founders share VC horror stories, and some are naming names",2026-06-05T21:47:56Z,TechCrunch,https://techcrunch.com/2026/06/05/founders-share-vc-horror-stories-and-some-are-naming-names/
TechCrunch,2026-06-07T15:28:04Z,Former cyber executive turned whistleblower accuses IBM of covering up several data breaches,2026-06-05T20:31:04Z,TechCrunch,https://techcrunch.com/2026/06/05/former-cyber-executive-turned-whistleblower-accuses-ibm-of-covering-up-several-data-breaches/
TechCrunch,2026-06-07T15:28:04Z,Startup Battlefield 200 applications officially close in 3 days,2026-06-05T20:00:00Z,TechCrunch,https://techcrunch.com/2026/06/05/startup-battlefield-200-applications-officially-close-in-3-days/
TechCrunch,2026-06-07T15:28:04Z,Google will pay SpaceX $920M per month for compute,2026-06-05T18:57:20Z,TechCrunch,https://techcrunch.com/2026/06/05/google-will-pay-spacex-920m-per-month-for-compute/
TechCrunch,2026-06-07T15:28:04Z,GM’s electric future depends on a new battery — and this facility,2026-06-05T17:44:18Z,TechCrunch,https://techcrunch.com/2026/06/05/gms-electric-future-depends-on-a-new-battery-and-this-building/
TechCrunch,2026-06-07T15:28:04Z,"As VC-backed e-bike startups went bankrupt, bootstrapped Lectric grew",2026-06-05T17:38:06Z,TechCrunch,https://techcrunch.com/2026/06/05/as-vc-backed-e-bike-startups-went-bankrupt-bootstrapped-lectric-grew/
TechCrunch,2026-06-07T15:28:04Z,The most interesting startups right now want to get you off your phone,2026-06-05T17:17:06Z,TechCrunch,https://techcrunch.com/video/the-most-interesting-startups-right-now-want-to-get-you-off-your-phone/
TechCrunch,2026-06-07T15:28:04Z,Supabase doubles valuation to $10B in 8 months,2026-06-05T16:32:27Z,TechCrunch,https://techcrunch.com/2026/06/05/supabase-doubles-valuation-to-10b-in-8-months/
TechCrunch,2026-06-07T15:28:04Z,Google and FBI warn of ransomware group that sends fake IT workers to hack victims in person,2026-06-05T16:07:46Z,TechCrunch,https://techcrunch.com/2026/06/05/google-and-fbi-warn-of-ransomware-group-that-sends-fake-it-workers-to-hack-victims-in-person/
TechCrunch,2026-06-07T15:28:04Z,The token bill comes due: Inside the industry scramble to manage AI’s runaway costs,2026-06-05T14:49:12Z,TechCrunch,https://techcrunch.com/2026/06/05/the-token-bill-comes-due-inside-the-industry-scramble-to-manage-ais-runaway-costs/
TechCrunch,2026-06-07T15:28:04Z,NASA briefly sheltered space station astronauts in SpaceX’s Dragon due to leaks,2026-06-05T14:42:52Z,TechCrunch,https://techcrunch.com/2026/06/05/nasa-briefly-sheltered-space-station-astronauts-in-spacexs-dragon-due-to-leaks/
TechCrunch,2026-06-07T15:28:04Z,NSA said to be readying Anthropic’s Mythos for use in cyber operations,2026-06-05T14:32:57Z,TechCrunch,https://techcrunch.com/2026/06/05/nsa-said-to-be-readying-anthropics-mythos-for-use-in-cyber-operations/
TechCrunch,2026-06-07T15:28:04Z,AirTrunk commits $30B to build 5GW of AI data centers in India,2026-06-05T13:03:10Z,TechCrunch,https://techcrunch.com/2026/06/05/airtrunk-commits-30b-to-build-5gw-of-ai-data-centers-in-india/
Google News RSS,2026-06-07T15:28:04Z,‘A driver of political violence’: how the breakneck AI boom is fueling anti-tech extremism - The Guardian,2026-06-07T12:49:00Z,The Guardian,https://news.google.com/rss/articles/CBMiigFBVV95cUxPRVkxR2hVSW5Eb0taVzRLZVR6SnlNS0lGbEZaRkhTOHp6MzZtalQ1Q1QyMHNJck1MSXRWU2N6VTJ4ODhnSlJjNTVZTjhFa2tPZnZkZTBUa0ZTaDgydXdaaE91akdKcE1PeEpKdnZkZHZoWE1VUWxIS09OQ0lHZlpWbk1Fa0F0Z2RaaUE?oc=5
Google News RSS,2026-06-07T15:28:04Z,Opinion | When Is It Wrong to Use A.I.? - The New York Times,2026-06-06T11:00:08Z,The New York Times,https://news.google.com/rss/articles/CBMiekFVX3lxTFBPNFl5bW1XSnV3RzNrU0dfUkdXbEctS0JwVlRDRWtqNXJEa1J4OXlfX0UzcDZzSnZrNEloNVFkU1FsdnhMcXo5ZEk2YUdLV1hWMzkzdFVRMGZfX0M2UWdEYnl3WFQxVEVmSEY5X3BoTlpVd05qaTkyTzZB?oc=5
Google News RSS,2026-06-07T15:28:04Z,Billions spent and hypothetical returns: the AI boom explained with six charts - The Guardian,2026-06-07T11:00:00Z,The Guardian,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOX2xHTDYxZVZuTExBeGRfM3psWmk5Z3hGVXlsa3lubU5fLWRYbmdnSnRxWW9Wd3Q1WFM2Z3NXOVpBSk5mT0QyLUlLZnFFMWphMmlaOVZQejFHX3VIbUZ2RGM2bENZN3AtU3I0Wk9rTDNpalcwRHJOU0pBLURaQlpPMXhHQUtQUnJNNEl5SFZUcElJaVR2aTF0ZWFCM1phWWxGQzhrZkVGMTFocHVKSFliT2d0aDA1Nm9RcEdIcVBuWWxoUQ?oc=5
Google News RSS,2026-06-07T15:28:04Z,4 surprising ways AI is making your life more expensive - The Washington Post,2026-06-06T16:00:00Z,The Washington Post,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQZEhpSXYyNFZOSVNqNzZ6WDlpY0FBdmJ5bzU4dC1QalRJMldsOVJoOW5SQU9XRzlSc19icG1wSjY1Q01TY1d3S0NnQWVteUdILTZBQ1VqOEJvLXc0WEZUNldwNEJVNEtTODAxRmpOekY1bVhXSVFxcXRTd3hpVEdoYzhIV3FoX0hHNHdLTm5YZy05SkFkSVpWTDVHaVlIZEZYZXd5Ym9YSkZSajFITHFRNTZDYzM3Z3drdmJfNWZGa1loS2s?oc=5
Google News RSS,2026-06-07T15:28:04Z,Revenge of the AI bubble - Axios,2026-06-07T02:18:10Z,Axios,https://news.google.com/rss/articles/CBMiaEFVX3lxTFB1ZW1iRlRRa0JhV1MteFF0a2RET29TS3NSVnpld04yTG5xUHBjRUZ0MkpDdk5yeEpIa09RYWEycktWRVVORDFyUDdkUm5DLVA0MjBCSDQ0U0Q2V2Y1cHZXQ3YtZkRSa05U?oc=5
Google News RSS,2026-06-07T15:28:04Z,"Hideo Kojima Says He’s Not Interested In AI: ‘Maybe AI Could Create Art, But While I Live, I Don’t Think I’ll See It’ - Kotaku",2026-06-07T02:41:33Z,Kotaku,https://news.google.com/rss/articles/CBMi1gFBVV95cUxNeVAtWUU3YTJoM1REenQtWEg3UHZzdVlIaURSQndOeEc2UXJiYTdHU01jWU1MUHdDcnNkRy1nLW55SFppUUhlbUNETXNudGdTVS01YjQxSzRqYnFibS1mWTRoSTk1S1ZkRWdMa1hiajFmWW9xTnZaT0VTaFptYjM2aEF0NzdTVmcta1AyRnRyY2ZWOHpGbjJDMU1KUWtWVjBxcFVEdTdHN2hEVHQ3MjhqbW55bXU0cUNXRTZxVHBidnJBRkdLSm9HNGgwVGMxZ09zOEQ5Wmpn?oc=5
