source,fetched_at,headline,posted_at,reporter,url
TechCrunch,2026-09-18T00:03:07Z,Khosla-backed Mazama Energy just raised $135M to drill deeper into super-hot-rock geothermal,2026-09-18T00:02:36Z,TechCrunch,https://techcrunch.com/2026/09/17/khosla-backed-mazama-energy-just-raised-135m-to-drill-deeper-into-super-hot-rock-geothermal/
TechCrunch,2026-09-18T00:03:07Z,Crusoe raises $3.9B to build massive data centers and small modular “AI factories”,2026-09-17T23:25:52Z,TechCrunch,https://techcrunch.com/2026/09/17/crusoe-raises-3-9b-to-build-massive-data-centers-and-small-modular-ai-factories/
TechCrunch,2026-09-18T00:03:07Z,Google DeepMind launches institute to widen the AGI debate,2026-09-17T23:21:17Z,TechCrunch,https://techcrunch.com/2026/09/17/google-deepmind-launches-institute-to-widen-the-agi-debate/
TechCrunch,2026-09-18T00:03:07Z,Amazon-owned Zoox’s 100-robotaxi limit in Nevada is about to disappear,2026-09-17T23:08:24Z,TechCrunch,https://techcrunch.com/2026/09/17/amazon-owned-zooxs-100-robotaxi-limit-in-nevada-is-about-to-disappear/
TechCrunch,2026-09-18T00:03:07Z,PrismML hopes its tiny LLM will change how we all use AI,2026-09-17T22:34:09Z,TechCrunch,https://techcrunch.com/2026/09/17/prismml-hopes-its-tiny-llm-could-change-how-we-all-use-ai/
TechCrunch,2026-09-18T00:03:07Z,The FAA’s plan to fix air traffic? $875M worth of AI,2026-09-17T22:14:59Z,TechCrunch,https://techcrunch.com/2026/09/17/the-faas-plan-to-fix-air-traffic-875-million-worth-of-ai/
TechCrunch,2026-09-18T00:03:07Z,The fix for rogue AI agents could be more AI,2026-09-17T20:34:47Z,TechCrunch,https://techcrunch.com/2026/09/17/the-fix-for-rogue-ai-agents-could-be-more-ai/
TechCrunch,2026-09-18T00:03:07Z,OpenAI caught its models leaving notes to successors to hide bad behavior,2026-09-17T20:34:24Z,TechCrunch,https://techcrunch.com/2026/09/17/openai-caught-its-models-leaving-notes-to-successors-to-hide-bad-behavior/
TechCrunch,2026-09-18T00:03:07Z,Is the AI safety debate about safety or control?,2026-09-17T20:19:37Z,TechCrunch,https://techcrunch.com/2026/09/17/is-the-ai-safety-debate-about-safety-or-control/
TechCrunch,2026-09-18T00:03:07Z,UN turns to Google to make its global data ready for AI agents,2026-09-17T20:00:00Z,TechCrunch,https://techcrunch.com/2026/09/17/un-turns-to-google-to-make-its-global-data-ready-for-ai-agents/
TechCrunch,2026-09-18T00:03:07Z,"Microsoft exec called AI scraping ‘the largest theft of labor in human history,’ new unredacted filings reveal",2026-09-17T19:46:08Z,TechCrunch,https://techcrunch.com/2026/09/17/microsoft-exec-called-ai-scraping-the-largest-theft-of-labor-in-human-history-new-unredacted-filings-reveal/
TechCrunch,2026-09-18T00:03:07Z,Waymo restarts San Antonio service 5 months after flooding troubles,2026-09-17T18:30:30Z,TechCrunch,https://techcrunch.com/2026/09/17/waymo-restarts-san-antonio-service-five-months-after-flooding-troubles/
TechCrunch,2026-09-18T00:03:07Z,Even the king of England has his hesitations about AI,2026-09-17T17:26:25Z,TechCrunch,https://techcrunch.com/2026/09/17/even-the-king-of-england-has-his-hesitations-about-ai/
