source,fetched_at,headline,posted_at,reporter,url
TechCrunch,2026-07-15T15:40:08Z,Stripe and Advent reportedly offered to buy PayPal for around $53.4B,2026-07-15T15:30:26Z,TechCrunch,https://techcrunch.com/2026/07/15/stripe-and-advent-reportedly-offered-to-buy-paypal-for-around-53-4b/
TechCrunch,2026-07-15T15:40:08Z,Apple Intelligence approved for launch in China with Alibaba’s Qwen AI,2026-07-15T15:29:33Z,TechCrunch,https://techcrunch.com/2026/07/15/apple-intelligence-approved-for-launch-in-china-with-alibabas-qwen-ai/
TechCrunch,2026-07-15T15:40:08Z,Spotify expands parent-managed accounts to users on its free tier,2026-07-15T14:42:10Z,TechCrunch,https://techcrunch.com/2026/07/15/spotify-expands-parent-managed-accounts-to-users-on-its-free-tier/
TechCrunch,2026-07-15T15:40:08Z,India bets billions on breaking China’s grip on smartphone manufacturing,2026-07-15T14:39:52Z,TechCrunch,https://techcrunch.com/2026/07/15/india-bets-billions-on-breaking-chinas-grip-on-smartphone-manufacturing/
TechCrunch,2026-07-15T15:40:08Z,US charges Russian ‘bulletproof’ web hosts over cyberattacks that netted $62M from cybercrime victims,2026-07-15T14:21:49Z,TechCrunch,https://techcrunch.com/2026/07/15/us-charges-russian-bulletproof-web-hosts-over-cyberattacks-that-netted-62m-from-cybercrime-victims/
TechCrunch,2026-07-15T15:40:08Z,"Anthropic, Blackstone bet the next trillion-dollar AI business is implementation, not just models",2026-07-15T13:10:47Z,TechCrunch,https://techcrunch.com/2026/07/15/anthropic-blackstone-bet-the-next-trillion-dollar-ai-business-is-implementation-not-models/
TechCrunch,2026-07-15T15:40:08Z,Rime picks up $24M Series A to help enterprises field customer calls,2026-07-15T13:00:00Z,TechCrunch,https://techcrunch.com/2026/07/15/rime-picks-up-24m-series-a-to-help-enterprises-field-customer-calls/
TechCrunch,2026-07-15T15:40:08Z,Reelful’s AI turns your camera roll into short-form videos for social media,2026-07-15T13:00:00Z,TechCrunch,https://techcrunch.com/2026/07/15/reelfuls-ai-turns-your-camera-roll-into-short-form-videos-for-social-media/
TechCrunch,2026-07-15T15:40:08Z,Indian AI coding startup Emergent becomes a unicorn with $130M Series C,2026-07-15T12:00:00Z,TechCrunch,https://techcrunch.com/2026/07/15/indian-ai-coding-startup-emergent-becomes-a-unicorn-just-over-a-year-after-launch/
TechCrunch,2026-07-15T15:40:08Z,Vint Cerf is working on a plan to unleash AI agents on the open internet,2026-07-15T12:00:00Z,TechCrunch,https://techcrunch.com/2026/07/15/vint-cerf-is-working-on-a-plan-to-unleash-ai-agents-on-the-open-internet/
TechCrunch,2026-07-15T15:40:08Z,Why Realta Fusion is building a fusion reactor at an old hot dog factory,2026-07-15T12:00:00Z,TechCrunch,https://techcrunch.com/2026/07/15/why-realta-fusion-is-building-a-fusion-reactor-at-an-old-hot-dog-factory/
TechCrunch,2026-07-15T15:40:08Z,"Backed by $60M in funding, Oak steps out of stealth to fix the identity mess that AI agents are making worse",2026-07-15T11:00:00Z,TechCrunch,https://techcrunch.com/2026/07/15/backed-by-60m-in-funding-oak-steps-out-of-stealth-to-fix-the-identity-mess-that-ai-agents-are-making-worse/
